school_name,season,division,conference_code,primary_conference,roster_size,avg_height_inches,median_height_inches,min_height_inches,max_height_inches,height_std_inches,imputed_height_count,avg_experience,median_experience,max_experience,transfer_count,international_count,transfer_pct,international_pct,imputed_height_pct,experience_year_1_count,experience_year_2_count,experience_year_3_count,experience_year_4_count,experience_year_5_count,experience_year_1_pct,experience_year_2_pct,experience_year_3_pct,experience_year_4_pct,experience_year_5_pct,position_l_ds_count,position_mb_count,position_oh_count,position_opp_count,position_s_count
Stephen F. Austin State University,2025,DI,Southland,Southland Conference,16,71.41663932692454,71.45390070921985,66.12328767123287,73.15611814345992,1.8839035967389803,0,2.875,3.0,5.0,0,2,0.0,0.125,0.0,2.0,5.0,4.0,3.0,2.0,0.125,0.3125,0.25,0.1875,0.125,1.0,6.0,4.0,0.0,2.0
Stetson University,2025,DI,ASUN,Atlantic Sun Conference,7,71.38537211291703,71.0,69.69760479041916,74.0,1.4523917988408048,0,2.4285714285714284,2.0,4.0,0,4,0.0,0.5714285714285714,0.0,2.0,2.0,1.0,2.0,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.0,3.0,3.0,0.0,1.0
Stonehill College,2025,DI,NEC,Northeast Conference,9,71.11111111111111,72.0,68.0,73.0,2.14734978778752,0,1.8888888888888888,2.0,4.0,0,0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0,4.0,3.0,0.0,2.0
Stony Brook University,2025,DI,CAA,Coastal Athletic Association,9,70.22222222222223,71.0,67.0,72.0,1.8559214542766738,0,2.2222222222222223,2.0,4.0,0,1,0.0,0.1111111111111111,0.0,3.0,2.0,3.0,1.0,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.0,4.0,4.0,0.0,1.0
Syracuse University,2025,DI,ACC,Atlantic Coast Conference,17,70.62525772977386,71.45390070921985,66.12328767123287,73.15611814345992,2.796736043710864,0,2.9411764705882355,3.0,5.0,0,1,0.0,0.058823529411764705,0.0,3.0,3.0,6.0,2.0,3.0,0.17647058823529413,0.17647058823529413,0.35294117647058826,0.11764705882352941,0.17647058823529413,4.0,5.0,4.0,2.0,2.0
Tarleton State University,2025,DI,WAC,Western Athletic Conference,7,71.0,70.0,68.0,75.0,2.5819888974716116,0,2.7142857142857144,3.0,4.0,0,0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,2.0,2.0,1.0,2.0
Temple University,2025,DI,American,American Conference,19,70.47368421052632,72.0,61.0,75.0,4.168245314979429,0,2.3157894736842106,2.0,5.0,5,3,0.2631578947368421,0.15789473684210525,0.0,8.0,3.0,4.0,2.0,2.0,0.42105263157894735,0.15789473684210525,0.21052631578947367,0.10526315789473684,0.10526315789473684,4.0,4.0,7.0,2.0,2.0
Texas A&M University-Corpus Christi,2025,DI,Southland,Southland Conference,11,70.54545454545455,71.0,66.0,77.0,3.045115313535317,0,2.5454545454545454,3.0,4.0,0,1,0.0,0.09090909090909091,0.0,3.0,2.0,3.0,3.0,0.0,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.0,1.0,3.0,4.0,0.0,3.0
Texas Southern University,2025,DI,SWAC,Southwestern Athletic Conf.,5,69.2,68.0,65.0,74.0,3.420526275297414,0,1.8,2.0,3.0,0,0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,1.0,1.0,0.0,3.0
The Ohio State University,2025,DI,B10,Big Ten Conference,16,71.625,72.0,64.0,76.0,3.242941051987634,0,3.0,3.0,5.0,0,1,0.0,0.0625,0.0,2.0,5.0,3.0,3.0,3.0,0.125,0.3125,0.1875,0.1875,0.1875,3.0,4.0,4.0,2.0,3.0
Towson University,2025,DI,CAA,Coastal Athletic Association,1,73.0,73.0,73.0,73.0,,0,1.0,1.0,1.0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tulane University,2025,DI,American,American Conference,18,70.96443425937788,71.45390070921985,66.12328767123287,73.15611814345992,2.5446026737610805,0,2.7777777777777777,3.0,5.0,0,1,0.0,0.05555555555555555,0.0,4.0,4.0,4.0,4.0,2.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,3.0,6.0,4.0,2.0,3.0
U.S. Naval Academy,2025,DI,PL,Patriot League,17,70.6470588235294,71.0,64.0,76.0,3.060661212683222,0,2.411764705882353,2.0,4.0,0,0,0.0,0.0,0.0,5.0,4.0,4.0,4.0,0.0,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.0,3.0,6.0,4.0,1.0,3.0
University of Arizona,2025,DI,B12,Big 12 Conference,11,73.72727272727273,74.0,70.0,77.0,2.1489955370316203,0,2.272727272727273,2.0,4.0,0,0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.0,0.0,3.0,3.0,3.0,2.0
"University of Arkansas, Fayetteville",2025,DI,SEC,Southeastern Conference,17,70.88235294117646,72.0,66.0,76.0,3.218741076515328,0,2.588235294117647,3.0,4.0,0,1,0.0,0.058823529411764705,0.0,5.0,2.0,5.0,5.0,0.0,0.29411764705882354,0.11764705882352941,0.29411764705882354,0.29411764705882354,0.0,4.0,4.0,5.0,1.0,3.0
"University of Arkansas, Pine Bluff",2025,DI,SWAC,Southwestern Athletic Conf.,9,70.25730259309816,71.45390070921985,66.12328767123287,73.15611814345992,2.643588620455475,0,2.7777777777777777,3.0,4.0,0,1,0.0,0.1111111111111111,0.0,1.0,3.0,2.0,3.0,0.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,2.0,2.0,3.0,0.0,2.0
"University of California, Berkeley",2025,DI,ACC,Atlantic Coast Conference,12,74.0,73.5,72.0,76.0,1.3483997249264823,0,3.0,3.0,5.0,0,1,0.0,0.08333333333333333,0.0,2.0,2.0,3.0,4.0,1.0,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.08333333333333333,0.0,4.0,4.0,3.0,1.0
"University of California, Davis",2025,DI,Big West,Big West Conference,14,70.92857142857143,72.0,65.0,74.0,2.7586029271879835,0,3.0714285714285716,3.0,4.0,0,1,0.0,0.07142857142857142,0.0,1.0,2.0,6.0,5.0,0.0,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.35714285714285715,0.0,3.0,4.0,4.0,0.0,3.0
"University of California, Riverside",2025,DI,Big West,Big West Conference,15,70.8,71.0,64.0,75.0,3.255764119219941,0,2.7333333333333334,3.0,4.0,7,0,0.4666666666666667,0.0,0.0,2.0,4.0,5.0,4.0,0.0,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.0,2.0,4.0,4.0,3.0,2.0
"University of California, Santa Barbara",2025,DI,Big West,Big West Conference,20,71.3,72.0,65.0,77.0,2.992974229231202,0,,,,3,1,0.15,0.05,0.0,,,,,,,,,,,2.0,6.0,7.0,1.0,4.0
University of Central Arkansas,2025,DI,ASUN,Atlantic Sun Conference,14,70.78571428571429,72.5,63.0,76.0,4.209486930705477,0,2.7142857142857144,2.5,4.0,0,0,0.0,0.0,0.0,3.0,4.0,1.0,6.0,0.0,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.42857142857142855,0.0,3.0,5.0,3.0,1.0,2.0
University of Connecticut,2025,DI,Big East,Big East Conference,17,71.14907715078407,71.45390070921985,66.12328767123287,73.15611814345992,2.2568626586380414,0,2.9411764705882355,3.0,5.0,0,3,0.0,0.17647058823529413,0.0,3.0,4.0,2.0,7.0,1.0,0.17647058823529413,0.23529411764705882,0.11764705882352941,0.4117647058823529,0.058823529411764705,2.0,5.0,5.0,2.0,3.0
University of Denver,2025,DI,Summit,The Summit League,11,72.54545454545455,73.0,70.0,75.0,1.4396969378057594,0,2.5454545454545454,2.0,5.0,0,2,0.0,0.18181818181818182,0.0,4.0,3.0,0.0,2.0,2.0,0.36363636363636365,0.2727272727272727,0.0,0.18181818181818182,0.18181818181818182,0.0,3.0,6.0,0.0,2.0
University of Evansville,2025,DI,MVC,Missouri Valley Conference,17,69.6470588235294,71.0,63.0,73.0,3.20041357621535,0,2.235294117647059,2.0,4.0,0,3,0.0,0.17647058823529413,0.0,6.0,3.0,6.0,2.0,0.0,0.35294117647058826,0.17647058823529413,0.35294117647058826,0.11764705882352941,0.0,3.0,4.0,6.0,1.0,3.0
University of Florida,2025,DI,SEC,Southeastern Conference,17,70.14576693235558,71.45390070921985,66.12328767123287,73.15611814345992,2.8722480108811825,0,2.4705882352941178,2.0,4.0,0,1,0.0,0.058823529411764705,0.0,3.0,7.0,3.0,4.0,0.0,0.17647058823529413,0.4117647058823529,0.17647058823529413,0.23529411764705882,0.0,5.0,4.0,5.0,1.0,2.0
University of Idaho,2025,DI,Big Sky,Big Sky Conference,11,71.0909090909091,72.0,68.0,73.0,1.868397465987656,0,2.272727272727273,3.0,4.0,0,4,0.0,0.36363636363636365,0.0,5.0,0.0,4.0,2.0,0.0,0.45454545454545453,0.0,0.36363636363636365,0.18181818181818182,0.0,0.0,5.0,3.0,0.0,3.0
University of Illinois Chicago,2025,DI,MVC,Missouri Valley Conference,18,70.38888888888889,70.5,65.0,76.0,3.397904005999423,0,2.7222222222222223,3.0,4.0,0,10,0.0,0.5555555555555556,0.0,4.0,3.0,5.0,6.0,0.0,0.2222222222222222,0.16666666666666666,0.2777777777777778,0.3333333333333333,0.0,4.0,4.0,8.0,0.0,2.0
University of Illinois Urbana-Champaign,2025,DI,B10,Big Ten Conference,17,71.58823529411765,72.0,63.0,77.0,4.047511944537839,0,2.411764705882353,3.0,5.0,0,2,0.0,0.11764705882352941,0.0,7.0,1.0,5.0,3.0,1.0,0.4117647058823529,0.058823529411764705,0.29411764705882354,0.17647058823529413,0.058823529411764705,4.0,4.0,3.0,2.0,4.0
University of Kansas,2025,DI,B12,Big 12 Conference,18,72.05555555555556,72.5,64.0,79.0,4.006938426723768,0,2.5,2.0,4.0,2,3,0.1111111111111111,0.16666666666666666,0.0,4.0,6.0,3.0,5.0,0.0,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.2777777777777778,0.0,5.0,4.0,0.0,0.0,3.0
University of Louisiana Monroe,2025,DI,SBC,Sun Belt Conference,10,70.5,71.0,65.0,74.0,2.4608038433722332,0,2.6,3.0,4.0,0,2,0.0,0.2,0.0,3.0,0.0,5.0,2.0,0.0,0.3,0.0,0.5,0.2,0.0,1.0,3.0,3.0,1.0,2.0
University of Maryland Eastern Shore,2025,DI,MEAC,Mid-Eastern Athletic Conf.,10,69.2,69.0,64.0,76.0,3.3598941782277745,0,2.3,2.0,4.0,0,0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,0.0,0.2,0.5,0.1,0.2,0.0,3.0,2.0,1.0,1.0,3.0
University of Montana,2025,DI,Big Sky,Big Sky Conference,18,70.5,70.0,65.0,76.0,2.8748401490088047,0,2.388888888888889,2.0,5.0,0,0,0.0,0.0,0.0,5.0,7.0,2.0,2.0,2.0,0.2777777777777778,0.3888888888888889,0.1111111111111111,0.1111111111111111,0.1111111111111111,3.0,4.0,9.0,0.0,2.0
University of Nebraska at Omaha,2025,DI,Summit,The Summit League,11,72.9090909090909,74.0,65.0,77.0,4.060900034587046,0,2.727272727272727,3.0,5.0,0,0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.09090909090909091,1.0,2.0,4.0,1.0,3.0
"University of Nevada, Las Vegas",2025,DI,Mountain West,Mountain West Conference,16,70.9375,71.0,66.0,74.0,2.462214450449025,0,2.0625,1.5,5.0,0,3,0.0,0.1875,0.0,8.0,2.0,4.0,1.0,1.0,0.5,0.125,0.25,0.0625,0.0625,3.0,4.0,4.0,2.0,3.0
"University of Nevada, Reno",2025,DI,Mountain West,Mountain West Conference,10,71.7,72.0,68.0,74.0,1.8287822299126935,0,2.0,2.0,4.0,0,2,0.0,0.2,0.0,4.0,3.0,2.0,1.0,0.0,0.4,0.3,0.2,0.1,0.0,1.0,2.0,5.0,0.0,2.0
University of New Orleans,2025,DI,Southland,Southland Conference,8,69.875,69.5,67.0,74.0,2.0310096011589884,0,2.75,3.0,5.0,0,3,0.0,0.375,0.0,2.0,0.0,5.0,0.0,1.0,0.25,0.0,0.625,0.0,0.125,0.0,1.0,5.0,0.0,2.0
University of North Alabama,2025,DI,ASUN,Atlantic Sun Conference,11,71.45454545454545,72.0,67.0,74.0,2.5831622621754278,0,1.8181818181818181,2.0,3.0,0,0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.0,0.0,1.0,2.0,6.0,0.0,2.0
University of North Carolina Wilmington,2025,DI,CAA,Coastal Athletic Association,18,70.55555555555556,71.0,64.0,75.0,3.2033479218618663,0,2.888888888888889,3.0,5.0,6,3,0.3333333333333333,0.16666666666666666,0.0,4.0,4.0,2.0,6.0,2.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.1111111111111111,4.0,4.0,5.0,0.0,4.0
"University of North Carolina, Chapel Hill",2025,DI,ACC,Atlantic Coast Conference,17,71.08328226349678,71.45390070921985,66.12328767123287,73.15611814345992,2.228905318780408,0,2.7058823529411766,3.0,4.0,0,0,0.0,0.0,0.0,2.0,6.0,4.0,5.0,0.0,0.11764705882352941,0.35294117647058826,0.23529411764705882,0.29411764705882354,0.0,2.0,5.0,6.0,1.0,3.0
University of North Dakota,2025,DI,Summit,The Summit League,13,71.23076923076923,72.0,65.0,76.0,3.0592440829352534,0,2.0,2.0,4.0,0,3,0.0,0.23076923076923078,0.0,5.0,4.0,3.0,1.0,0.0,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.0,2.0,4.0,4.0,1.0,2.0
University of North Florida,2025,DI,ASUN,Atlantic Sun Conference,18,71.55555555555556,72.0,64.0,76.0,3.239866050648359,0,2.5,2.0,5.0,4,3,0.2222222222222222,0.16666666666666666,0.0,6.0,4.0,3.0,3.0,2.0,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.1111111111111111,3.0,4.0,6.0,2.0,3.0
University of Northern Iowa,2025,DI,MVC,Missouri Valley Conference,18,70.57372145536527,71.45390070921985,66.12328767123287,73.15611814345992,2.722028354549541,0,2.2222222222222223,2.0,4.0,0,0,0.0,0.0,0.0,6.0,5.0,4.0,3.0,0.0,0.3333333333333333,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.0,4.0,5.0,4.0,2.0,3.0
University of Pennsylvania,2025,DI,IVY,The Ivy League,18,70.72222222222223,71.0,66.0,75.0,2.674620491068187,0,2.5555555555555554,2.5,4.0,0,0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,0.0,0.2222222222222222,0.2777777777777778,0.2222222222222222,0.2777777777777778,0.0,4.0,4.0,5.0,2.0,3.0
University of Portland,2025,DI,WCC,West Coast Conference,17,69.23529411764706,69.0,64.0,75.0,3.5448803182319475,0,2.411764705882353,2.0,5.0,0,3,0.0,0.17647058823529413,0.0,6.0,4.0,2.0,4.0,1.0,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.23529411764705882,0.058823529411764705,4.0,4.0,4.0,2.0,3.0
University of San Diego,2025,DI,WCC,West Coast Conference,11,72.27272727272727,73.0,65.0,75.0,2.9695423583747402,0,2.8181818181818183,3.0,5.0,0,0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.09090909090909091,1.0,6.0,1.0,1.0,2.0
University of South Alabama,2025,DI,SBC,Sun Belt Conference,5,70.6,71.0,67.0,73.0,2.3021728866442674,0,2.8,3.0,5.0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.4,0.0,0.2,0.2,0.2,0.0,2.0,0.0,0.0,3.0
University of South Dakota,2025,DI,Summit,The Summit League,1,73.0,73.0,73.0,73.0,,0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
University of St. Thomas (Minnesota),2025,DI,Summit,The Summit League,21,70.9047619047619,71.0,66.0,76.0,2.7550818845319602,0,2.8095238095238093,3.0,4.0,3,0,0.14285714285714285,0.0,0.0,6.0,1.0,5.0,9.0,0.0,0.2857142857142857,0.047619047619047616,0.23809523809523808,0.42857142857142855,0.0,3.0,5.0,6.0,4.0,3.0
"University of Tennessee, Knoxville",2025,DI,SEC,Southeastern Conference,19,73.10526315789474,74.0,65.0,78.0,2.7667617823430164,0,,,,0,2,0.0,0.10526315789473684,0.0,,,,,,,,,,,3.0,5.0,7.0,1.0,3.0
University of Texas at Arlington,2025,DI,WAC,Western Athletic Conference,14,71.78571428571429,72.5,67.0,75.0,2.8332794651203277,0,2.857142857142857,3.0,5.0,0,2,0.0,0.14285714285714285,0.0,4.0,1.0,4.0,3.0,2.0,0.2857142857142857,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.14285714285714285,3.0,2.0,7.0,0.0,2.0
University of Texas at El Paso,2025,DI,CUSA,Conference USA,3,71.15130023640661,71.45390070921985,68.0,74.0,3.0114241289811843,0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
University of Utah,2025,DI,B12,Big 12 Conference,18,71.59991519039042,72.0,65.0,77.0,3.4857900169428455,0,2.4444444444444446,2.5,4.0,4,3,0.2222222222222222,0.16666666666666666,0.0,6.0,3.0,4.0,5.0,0.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.0,3.0,4.0,8.0,0.0,2.0
University of Wisconsin-Milwaukee,2025,DI,Horizon,Horizon League,17,70.17647058823529,70.0,64.0,76.0,3.5573040022896385,0,2.5294117647058822,2.0,5.0,4,1,0.23529411764705882,0.058823529411764705,0.0,5.0,4.0,3.0,4.0,1.0,0.29411764705882354,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.058823529411764705,4.0,4.0,5.0,2.0,2.0
University of Wyoming,2025,DI,Mountain West,Mountain West Conference,5,71.0,72.0,67.0,73.0,2.549509756796394,0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
University of the Incarnate Word,2025,DI,Southland,Southland Conference,11,71.27272727272727,71.0,68.0,75.0,2.2843339988236875,0,2.6363636363636362,2.0,4.0,0,0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,0.0,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.0,0.0,4.0,3.0,1.0,3.0
University of the Pacific,2025,DI,WCC,West Coast Conference,14,70.21428571428571,73.0,62.0,75.0,4.774589332780701,0,2.142857142857143,1.0,5.0,0,2,0.0,0.14285714285714285,0.0,8.0,2.0,0.0,2.0,2.0,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,5.0,3.0,5.0,1.0,0.0
Utah State University,2025,DI,Mountain West,Mountain West Conference,10,72.3,73.0,68.0,74.0,2.057506581601461,0,2.1,2.0,4.0,0,1,0.0,0.1,0.0,2.0,6.0,1.0,1.0,0.0,0.2,0.6,0.1,0.1,0.0,0.0,4.0,4.0,0.0,2.0
Utah Tech University,2025,DI,WAC,Western Athletic Conference,14,70.64285714285714,71.0,66.0,75.0,2.7625835972632813,0,2.7857142857142856,3.0,4.0,0,0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,0.0,0.14285714285714285,0.21428571428571427,0.35714285714285715,0.2857142857142857,0.0,2.0,3.0,3.0,3.0,3.0
Utah Valley University,2025,DI,WAC,Western Athletic Conference,17,71.70588235294117,73.0,66.0,76.0,2.800997721401096,0,2.7058823529411766,3.0,4.0,6,1,0.35294117647058826,0.058823529411764705,0.0,4.0,3.0,4.0,6.0,0.0,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.35294117647058826,0.0,2.0,4.0,6.0,2.0,3.0
Valparaiso University,2025,DI,MVC,Missouri Valley Conference,15,70.13333333333334,70.0,66.0,78.0,3.1592645316516905,0,2.3333333333333335,2.0,4.0,0,0,0.0,0.0,0.0,2.0,9.0,1.0,3.0,0.0,0.13333333333333333,0.6,0.06666666666666667,0.2,0.0,4.0,2.0,3.0,3.0,3.0
Villanova University,2025,DI,Big East,Big East Conference,8,70.875,71.0,65.0,74.0,3.2265638511757815,0,2.375,2.0,5.0,0,0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.25,0.375,0.25,0.0,0.125,0.0,3.0,2.0,0.0,3.0
Virginia Commonwealth University,2025,DI,A10,Atlantic 10 Conference,16,71.3125,71.5,64.0,76.0,3.321018919950121,0,,,,12,10,0.75,0.625,0.0,,,,,,,,,,,3.0,4.0,4.0,2.0,3.0
Western Carolina University,2025,DI,Southern,Southern Conference,15,70.53333333333333,71.0,64.0,75.0,3.3777986632604113,0,2.066666666666667,2.0,4.0,0,1,0.0,0.06666666666666667,0.0,6.0,4.0,3.0,2.0,0.0,0.4,0.26666666666666666,0.2,0.13333333333333333,0.0,4.0,5.0,4.0,0.0,2.0
Western Illinois University,2025,DI,Ohio Valley,Ohio Valley Conference,11,71.0,72.0,67.0,75.0,2.408318915758459,0,2.4545454545454546,2.0,5.0,0,0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,2.0,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.0,0.18181818181818182,0.0,2.0,5.0,1.0,3.0
Winthrop University,2025,DI,Big South,Big South Conference,11,70.63636363636364,71.0,66.0,76.0,2.975658826973525,0,2.6363636363636362,3.0,5.0,0,0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,1.0,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.09090909090909091,3.0,3.0,3.0,0.0,2.0
